Trade no.,hardcoded_1,symbol,Sgmt,srcip Name,hardcoded_2,hardcoded_3,hardcoded_4,user id,Trns typ,b/s,qty,rate,clnt/pro,ucc,settlor,hardcoded_5,hardcoded_6,hardcoded_7,time_1,time_2,order no,hardcoded_8,time_3,NNF
600383334,11,RICOAUTO,EQ,RICO AUTO INDUSTRIES LTD,0,8,1,46025,3,1,19,76.94,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.3E+15,Nil, 04 JUN 2025 09:18:36,3.8205E+14
400278464,11,MODISONLTD,EQ,MODISON LIMITED,0,8,1,46025,3,2,3,167.17,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:34,3.8205E+14
400278475,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,2,69,66.24,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:45,3.8205E+14
400278488,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,2,26,66.24,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:45,3.8205E+14
200361393,11,FUSION,EQ,FUSION FINANCE LIMITED,0,8,1,46025,3,1,12,167.88,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.1E+15,Nil, 04 JUN 2025 09:18:45,3.8205E+14
200361394,11,FUSION,EQ,FUSION FINANCE LIMITED,0,8,1,46025,3,1,5,167.89,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.1E+15,Nil, 04 JUN 2025 09:18:45,3.8205E+14
600384403,11,SPIC,EQ,SPIC LTD,0,8,1,46025,3,2,143,87.25,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.3E+15,Nil, 04 JUN 2025 09:18:46,3.8205E+14
600384404,11,SPIC,EQ,SPIC LTD,0,8,1,46025,3,2,72,87.25,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.3E+15,Nil, 04 JUN 2025 09:18:46,3.8205E+14
400279279,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,1,101,66.3,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:46,3.8205E+14
400279280,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,2,69,66.3,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:46,3.8205E+14
200362486,11,FEDFINA,EQ,FEDBANK FINANCIAL SER L,0,8,1,46025,3,2,31,100.29,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.1E+15,Nil, 04 JUN 2025 09:18:46,3.8205E+14
400280469,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,2,101,66.29,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:47,3.8205E+14
400280470,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,2,59,66.29,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:47,3.8205E+14
400280471,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,2,16,66.29,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:47,3.8205E+14
400280472,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,2,3,66.29,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:47,3.8205E+14
200363462,11,EKC,EQ,EVEREST KANTO CYLINDERLTD,0,8,1,46025,3,2,15,135.03,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.1E+15,Nil, 04 JUN 2025 09:18:26,3.8205E+14
400281346,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,1,60,66.27,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:48,3.8205E+14
400281347,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,1,7,66.27,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:48,3.8205E+14
400281351,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,1,95,66.28,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:48,3.8205E+14
400281352,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,1,27,66.28,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:48,3.8205E+14
200364440,11,IRB,EQ,IRB INFRA DEV LTD.,0,8,1,46025,3,1,119,50.66,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.1E+15,Nil, 04 JUN 2025 09:18:49,3.8205E+14
600387408,11,SBFC,EQ,SBFC FINANCE LIMITED,0,8,1,46025,3,2,13,112.7,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.3E+15,Nil, 04 JUN 2025 09:18:36,3.8205E+14
400281561,11,KRONOX,EQ,KRONOX LAB SCIENCES LTD,0,8,1,46025,3,1,8,170.71,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:49,3.8205E+14
400281678,11,LLOYDSENGG,EQ,LLOYDS ENGG WORK LIMITED,0,8,1,46025,3,1,144,58.22,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:49,3.8205E+14
600387900,11,RELINFRA,EQ,RELIANCE INFRASTRUCTU LTD,0,8,1,46477,1,2,50,346.65,1, TRG1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.3E+15,Nil, 04 JUN 2025 09:18:07,1.10002E+14
600388251,11,RPOWER,EQ,RELIANCE POWER LTD.,0,8,1,46025,3,1,944,60.09,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.3E+15,Nil, 04 JUN 2025 09:18:50,3.8205E+14
600388254,11,RPOWER,EQ,RELIANCE POWER LTD.,0,8,1,46025,3,1,1783,60.09,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.3E+15,Nil, 04 JUN 2025 09:18:50,3.8205E+14
600388255,11,RPOWER,EQ,RELIANCE POWER LTD.,0,8,1,46025,3,1,132,60.1,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.3E+15,Nil, 04 JUN 2025 09:18:50,3.8205E+14
200365433,11,INDORAMA,EQ,INDO RAMA SYNTHETICS LTD,0,8,1,46025,3,1,48,48.69,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.1E+15,Nil, 04 JUN 2025 09:18:50,3.8205E+14
200365435,11,INDORAMA,EQ,INDO RAMA SYNTHETICS LTD,0,8,1,46025,3,1,17,48.69,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.1E+15,Nil, 04 JUN 2025 09:18:50,3.8205E+14
200365436,11,INDORAMA,EQ,INDO RAMA SYNTHETICS LTD,0,8,1,46025,3,1,82,48.7,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.1E+15,Nil, 04 JUN 2025 09:18:50,3.8205E+14
600389335,11,TTML,EQ,TATA TELESERV(MAHARASTRA),0,8,1,46025,3,1,274,71.45,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.3E+15,Nil, 04 JUN 2025 09:18:51,3.8205E+14
400282996,11,MCLEODRUSS,EQ,MCLEOD RUSSEL INDIA LTD.,0,8,1,46025,3,2,212,32.44,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:51,3.8205E+14
200366396,11,EKC,EQ,EVEREST KANTO CYLINDERLTD,0,8,1,46025,3,1,20,135.39,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.1E+15,Nil, 04 JUN 2025 09:18:51,3.8205E+14
200366398,11,EKC,EQ,EVEREST KANTO CYLINDERLTD,0,8,1,46025,3,1,14,135.38,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.1E+15,Nil, 04 JUN 2025 09:18:51,3.8205E+14
200366399,11,EKC,EQ,EVEREST KANTO CYLINDERLTD,0,8,1,46025,3,1,90,135.39,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.1E+15,Nil, 04 JUN 2025 09:18:51,3.8205E+14
400283929,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,2,51,66.53,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:52,3.8205E+14
400283941,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,2,80,66.54,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:52,3.8205E+14
400283942,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,2,41,66.53,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:52,3.8205E+14
400284349,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,2,50,66.55,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:53,3.8205E+14
400284662,11,KRONOX,EQ,KRONOX LAB SCIENCES LTD,0,8,1,46025,3,1,33,171.57,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:53,3.8205E+14
400285116,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,1,115,66.77,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:54,3.8205E+14
321738,11,ALKEM,EQ,ALKEM LABORATORIES LTD.,0,8,1,45987,2,1,100,4970,1, BBA1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1E+15,Nil, 04 JUN 2025 09:18:55,1.10002E+14
400285744,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,1,48,66.79,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:55,3.8205E+14
400285745,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,1,80,66.79,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:55,3.8205E+14
400285746,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,1,61,66.79,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:55,3.8205E+14
200370958,11,INDSWFTLAB,EQ,IND SWIFT LABORATORIES LT,0,8,1,46025,3,2,123,92.66,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.1E+15,Nil, 04 JUN 2025 09:18:53,3.8205E+14
600396436,11,SIGACHI,EQ,SIGACHI INDUSTRIES LTD,0,8,1,46025,3,1,68,55.57,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.3E+15,Nil, 04 JUN 2025 09:18:57,3.8205E+14
323389,11,ALLCARGO,EQ,ALLCARGO LOGISTICS LTD,0,8,1,46025,3,2,53,31.19,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1E+15,Nil, 04 JUN 2025 09:18:57,3.8205E+14
323390,11,ALLCARGO,EQ,ALLCARGO LOGISTICS LTD,0,8,1,46025,3,2,65,31.19,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1E+15,Nil, 04 JUN 2025 09:18:57,3.8205E+14
323976,11,BCLIND,EQ,BCL INDUSTRIES LIMITED,0,8,1,46025,3,2,33,41.57,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1E+15,Nil, 04 JUN 2025 09:18:58,3.8205E+14
323977,11,BCLIND,EQ,BCL INDUSTRIES LIMITED,0,8,1,46025,3,2,226,41.57,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1E+15,Nil, 04 JUN 2025 09:18:58,3.8205E+14
400288425,11,LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,0,8,1,46025,3,2,38,66,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1.2E+15,Nil, 04 JUN 2025 09:18:58,3.8205E+14
325117,11,CENTRALBK,EQ,CENTRAL BANK OF INDIA,0,8,1,46025,3,1,64,40.4,1, BOR1 ,90234,N,0,7,6/4/2025 9:18,6/4/2025 9:18,1E+15,Nil, 04 JUN 2025 09:18:59,3.8205E+14
325710,11,CGCL,EQ,CAPRI GLOBAL CAPITAL LTD,0,8,1,46025,3,2,14,152.45,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:18:58,3.8205E+14
400289480,11,MMTC,EQ,MMTC LIMITED,0,8,1,46025,3,2,363,75.86,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.2E+15,Nil, 04 JUN 2025 09:19:00,3.8205E+14
200374131,11,ETERNAL,EQ,ETERNAL LIMITED,0,8,1,45987,2,2,2000,240.09,1, BBA1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.1E+15,Nil, 04 JUN 2025 09:18:59,1.10002E+14
200374132,11,ETERNAL,EQ,ETERNAL LIMITED,0,8,1,45987,2,2,2000,240.09,1, BBA1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.1E+15,Nil, 04 JUN 2025 09:18:59,1.10002E+14
200374697,11,ETERNAL,EQ,ETERNAL LIMITED,0,8,1,45987,2,2,2000,240.16,1, BBA1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.1E+15,Nil, 04 JUN 2025 09:19:00,1.10002E+14
200374698,11,ETERNAL,EQ,ETERNAL LIMITED,0,8,1,45987,2,2,2000,240.16,1, BBA1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.1E+15,Nil, 04 JUN 2025 09:19:00,1.10002E+14
400290242,11,MMTC,EQ,MMTC LIMITED,0,8,1,46025,3,2,1,75.67,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.2E+15,Nil, 04 JUN 2025 09:19:01,3.8205E+14
400290243,11,MMTC,EQ,MMTC LIMITED,0,8,1,46025,3,2,15,75.67,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.2E+15,Nil, 04 JUN 2025 09:19:01,3.8205E+14
600401353,11,SDBL,EQ,SOM DIST & BREW LTD,0,8,1,46025,3,1,50,142.14,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.3E+15,Nil, 04 JUN 2025 09:19:01,3.8205E+14
600401363,11,SDBL,EQ,SOM DIST & BREW LTD,0,8,1,46025,3,1,45,142.2,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.3E+15,Nil, 04 JUN 2025 09:19:01,3.8205E+14
600403056,11,RPOWER,EQ,RELIANCE POWER LTD.,0,8,1,46025,3,1,1003,59.91,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.3E+15,Nil, 04 JUN 2025 09:19:03,3.8205E+14
600403068,11,RPOWER,EQ,RELIANCE POWER LTD.,0,8,1,46025,3,1,81,59.92,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.3E+15,Nil, 04 JUN 2025 09:19:03,3.8205E+14
400292309,11,MODISONLTD,EQ,MODISON LIMITED,0,8,1,46025,3,2,3,167.17,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.2E+15,Nil, 04 JUN 2025 09:18:34,3.8205E+14
600404714,11,RTNINDIA,EQ,RATTANINDIA ENT LIMITED,0,8,1,46025,3,2,200,47.47,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.3E+15,Nil, 04 JUN 2025 09:19:03,3.8205E+14
400292925,11,OMAXE,EQ,OMAXE LIMITED,0,8,1,46025,3,1,29,99.68,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.2E+15,Nil, 04 JUN 2025 09:19:05,3.8205E+14
400292928,11,OMAXE,EQ,OMAXE LIMITED,0,8,1,46025,3,1,14,99.68,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.2E+15,Nil, 04 JUN 2025 09:19:05,3.8205E+14
400292929,11,OMAXE,EQ,OMAXE LIMITED,0,8,1,46025,3,1,6,99.68,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.2E+15,Nil, 04 JUN 2025 09:19:05,3.8205E+14
331362,11,CGCL,EQ,CAPRI GLOBAL CAPITAL LTD,0,8,1,46025,3,2,1,152.41,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:19:06,3.8205E+14
331363,11,CGCL,EQ,CAPRI GLOBAL CAPITAL LTD,0,8,1,46025,3,2,29,152.41,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:19:06,3.8205E+14
331371,11,CGCL,EQ,CAPRI GLOBAL CAPITAL LTD,0,8,1,46025,3,2,67,152.4,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:19:06,3.8205E+14
200380585,11,ITC,EQ,ITC LTD,0,8,1,45652,2,1,10,417.1,1, IDLK1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.1E+15,Nil, 04 JUN 2025 09:15:13,1.11111E+14
600407708,11,RTNINDIA,EQ,RATTANINDIA ENT LIMITED,0,8,1,46025,3,2,98,47.47,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.3E+15,Nil, 04 JUN 2025 09:19:03,3.8205E+14
600407950,11,SCILAL,EQ,SHIPPING CORP OF ILA LTD,0,8,1,46025,3,2,18,54.07,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.3E+15,Nil, 04 JUN 2025 09:19:07,3.8205E+14
600407953,11,SCILAL,EQ,SHIPPING CORP OF ILA LTD,0,8,1,46025,3,2,3,54.07,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.3E+15,Nil, 04 JUN 2025 09:19:07,3.8205E+14
600407954,11,SCILAL,EQ,SHIPPING CORP OF ILA LTD,0,8,1,46025,3,2,3,54.07,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.3E+15,Nil, 04 JUN 2025 09:19:07,3.8205E+14
600407955,11,SCILAL,EQ,SHIPPING CORP OF ILA LTD,0,8,1,46025,3,2,28,54.07,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.3E+15,Nil, 04 JUN 2025 09:19:07,3.8205E+14
333452,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,45988,2,1,2600,79.11,1, BBA1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:19:08,3.8205E+14
333520,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,46886,1,2,248,79.16,1, BBM1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:19:08,1.10002E+14
333521,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,46886,1,2,267,79.16,1, BBM1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:19:08,1.10002E+14
333522,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,46886,1,2,235,79.15,1, BBM1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:19:08,1.10002E+14
333524,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,46884,1,2,200,79.15,1, BBM1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:19:08,1.10002E+14
333627,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,45987,2,1,866,79.16,1, BBA1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:19:08,1.10002E+14
333628,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,45987,2,1,866,79.16,1, BBA1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:19:08,1.10002E+14
333629,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,45987,2,1,868,79.16,1, BBA1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:19:08,1.10002E+14
333630,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,45987,2,1,2600,79.16,1, BBA1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:19:08,1.10002E+14
333631,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,45987,2,1,1142,79.16,1, BBA1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:19:08,1.10002E+14
333632,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,45987,2,1,1458,79.16,1, BBA1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:19:08,1.10002E+14
333633,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,45987,2,1,2442,79.15,1, BBA1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:19:08,1.10002E+14
333639,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,45987,2,1,158,79.15,1, BBA1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:19:08,1.10002E+14
400297177,11,PARKHOTELS,EQ,PARKHOTELS,0,8,1,46025,3,1,20,155.2,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.2E+15,Nil, 04 JUN 2025 09:19:09,3.8205E+14
200383872,11,HATHWAY,EQ,HATHWAY CABLE & DATACOM,0,8,1,46025,3,2,1078,15.65,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.1E+15,Nil, 04 JUN 2025 09:18:38,3.8205E+14
600412421,11,SYNCOMF,EQ,SYNCOM FORMU (I) LTD,0,8,1,46025,3,1,135,20.95,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.3E+15,Nil, 04 JUN 2025 09:19:11,3.8205E+14
600412519,11,SMCGLOBAL,EQ,SMC GLOBAL SECURITIES LTD,0,8,1,46025,3,2,13,112.66,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.3E+15,Nil, 04 JUN 2025 09:19:12,3.8205E+14
600412520,11,SMCGLOBAL,EQ,SMC GLOBAL SECURITIES LTD,0,8,1,46025,3,2,17,112.6,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.3E+15,Nil, 04 JUN 2025 09:19:12,3.8205E+14
600413055,11,SHAREINDIA,EQ,SHARE IND. SECURITIES LTD,0,8,1,46025,3,2,14,175.08,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.3E+15,Nil, 04 JUN 2025 09:19:12,3.8205E+14
337779,11,BHARATWIRE,EQ,BHARAT WIRE ROPES LTD.,0,8,1,46886,1,2,26,188.52,1, BBM1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:19:13,1.10002E+14
337780,11,BHARATWIRE,EQ,BHARAT WIRE ROPES LTD.,0,8,1,46886,1,2,19,188.51,1, BBM1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1E+15,Nil, 04 JUN 2025 09:19:13,1.10002E+14
200386873,11,HINDMOTORS,EQ,HINDUSTAN MOTORS LIMITED,0,8,1,46025,3,1,9,31.54,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.1E+15,Nil, 04 JUN 2025 09:19:13,3.8205E+14
200386874,11,HINDMOTORS,EQ,HINDUSTAN MOTORS LIMITED,0,8,1,46025,3,1,91,31.54,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.1E+15,Nil, 04 JUN 2025 09:19:13,3.8205E+14
400300835,11,NOVAAGRI,EQ,NOVA AGRITECH LIMITED,0,8,1,46025,3,1,174,51.12,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.2E+15,Nil, 04 JUN 2025 09:19:13,3.8205E+14
200387786,11,ETERNAL,EQ,ETERNAL LIMITED,0,8,1,45987,2,2,500,240.16,1, BBA1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.1E+15,Nil, 04 JUN 2025 09:19:14,1.10002E+14
200387787,11,ETERNAL,EQ,ETERNAL LIMITED,0,8,1,45987,2,2,1500,240.16,1, BBA1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.1E+15,Nil, 04 JUN 2025 09:19:14,1.10002E+14
200387788,11,ETERNAL,EQ,ETERNAL LIMITED,0,8,1,45987,2,2,2000,240.16,1, BBA1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.1E+15,Nil, 04 JUN 2025 09:19:14,1.10002E+14
600415954,11,WCIL,EQ,WESTERN CARRIERS (IND) L,0,8,1,46025,3,1,64,113.43,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.3E+15,Nil, 04 JUN 2025 09:19:15,3.8205E+14
600415955,11,WCIL,EQ,WESTERN CARRIERS (IND) L,0,8,1,46025,3,1,14,113.43,1, BOR1 ,90234,N,0,7,6/4/2025 9:19,6/4/2025 9:19,1.3E+15,Nil, 04 JUN 2025 09:19:15,3.8205E+14
